"Start Time","End Time","Transcript" 
"00;32;09;19","00;32;10;10","and"
"00;32;10;10","00;32;11;11","perception."
"00;32;11;11","00;32;12;15","So"
"00;32;12;16","00;32;12;26","like,"
"00;32;12;26","00;32;13;07","why"
"00;32;13;07","00;32;13;18","are we hung"
"00;32;13;18","00;32;13;25","up on"
"00;32;13;25","00;32;14;01","this"
"00;32;14;01","00;32;14;14","still?"
"00;32;14;14","00;32;14;19","I"
"00;32;14;19","00;32;14;22","don't"
"00;32;14;22","00;32;17;02","know."
"00;32;17;02","00;32;17;12","Or"
"00;32;18;13","00;32;18;19","both"
"00;32;18;19","00;32;18;26","of you"
"00;32;18;26","00;32;19;01","go"
"00;32;19;01","00;32;19;09","for it"
"00;32;19;09","00;32;19;12","and"
"00;32;19;12","00;32;19;17","then"
"00;32;19;17","00;32;19;22","I'll"
"00;32;19;22","00;32;19;27","add"
"00;32;19;27","00;32;20;02","some"
"00;32;20;02","00;32;20;23","notes."
"00;32;22;06","00;32;22;10","Could"
"00;32;22;10","00;32;22;18","I just"
"00;32;22;18","00;32;22;22","add"
"00;32;22;22","00;32;22;28","one"
"00;32;22;28","00;32;23;16","more"
"00;32;23;18","00;32;23;26","note?"
"00;32;23;26","00;32;24;15","Yep."
"00;32;24;26","00;32;25;05","I mean,"
"00;32;25;05","00;32;25;26","I think"
"00;32;25;26","00;32;26;27","look,"
"00;32;26;27","00;32;27;01","I"
"00;32;27;01","00;32;27;10","agree"
"00;32;27;10","00;32;27;15","with"
"00;32;27;15","00;32;27;24","totally"
"00;32;27;24","00;32;28;00","with"
"00;32;28;00","00;32;28;09","Dean"
"00;32;28;09","00;32;28;21","on"
"00;32;28;26","00;32;29;04","this"
"00;32;29;04","00;32;29;10","this"
"00;32;29;10","00;32;29;21","bottom"
"00;32;29;21","00;32;30;04","up"
"00;32;30;24","00;32;31;24","phenomenon."
"00;32;31;24","00;32;31;29","You"
"00;32;31;29","00;32;32;04","know,"
"00;32;32;04","00;32;32;18","that's"
"00;32;32;18","00;32;32;27","that's"
"00;32;32;27","00;32;33;02","going"
"00;32;33;02","00;32;33;06","to be"
"00;32;33;06","00;32;33;13","there"
"00;32;33;13","00;32;33;18","in the"
"00;32;33;18","00;32;34;07","background."
"00;32;34;07","00;32;34;16","Maybe"
"00;32;34;16","00;32;34;19","it's"
"00;32;34;19","00;32;34;28","always"
"00;32;34;28","00;32;35;02","going"
"00;32;35;02","00;32;35;06","to be"
"00;32;35;06","00;32;36;11","unknowable,"
"00;32;36;11","00;32;36;19","apart"
"00;32;36;19","00;32;36;24","from"
"00;32;36;24","00;32;37;00","some"
"00;32;37;00","00;32;37;01","of"
"00;32;37;01","00;32;37;08","these"
"00;32;37;08","00;32;38;04","simulations"
"00;32;38;04","00;32;38;11","giving"
"00;32;38;11","00;32;38;15","us"
"00;32;38;15","00;32;39;02","insights."
"00;32;39;02","00;32;39;18","But"
"00;32;40;11","00;32;40;23","I think"
"00;32;40;23","00;32;41;05","also"
"00;32;41;05","00;32;41;10","what"
"00;32;41;10","00;32;41;18","Blue"
"00;32;41;18","00;32;41;21","is"
"00;32;41;21","00;32;42;00","saying"
"00;32;42;00","00;32;42;08","there"
"00;32;42;08","00;32;44;03","is for me"
"00;32;44;03","00;32;44;10","this"
"00;32;44;10","00;32;44;16","whole"
"00;32;44;16","00;32;45;15","boundary"
"00;32;45;15","00;32;46;20","question"
"00;32;46;20","00;32;46;28","is"
"00;32;46;28","00;32;47;10","where"
"00;32;47;10","00;32;48;00","is the problem"
"00;32;48;00","00;32;48;06","with a"
"00;32;48;06","00;32;49;23","systems"
"00;32;49;27","00;32;51;04","discussion"
"00;32;51;04","00;32;51;11","in"
"00;32;51;11","00;32;51;22","terms"
"00;32;51;22","00;32;51;26","of"
"00;32;51;26","00;32;52;04","that"
"00;32;52;04","00;32;52;16","being"
"00;32;52;16","00;32;52;22","kind"
"00;32;52;22","00;32;52;24","of"
"00;32;52;24","00;32;54;16","naturalized?"
"00;32;54;16","00;32;54;21","And"
"00;32;54;21","00;32;55;02","I think"
"00;32;55;02","00;32;55;23","that"
"00;32;56;01","00;32;56;09","it"
"00;32;56;09","00;32;56;19","because"
"00;32;56;19","00;32;56;24","you"
"00;32;56;24","00;32;57;06","end up"
"00;32;57;06","00;32;57;18","with"
"00;32;57;18","00;32;57;27","because"
"00;32;57;27","00;32;58;14","systems"
"00;32;58;14","00;32;58;17","are"
"00;32;58;17","00;32;59;02","defined"
"00;32;59;02","00;32;59;07","that"
"00;32;59;07","00;32;59;16","way,"
"00;32;59;16","00;32;59;23","what's"
"00;32;59;23","00;33;00;07","inside,"
"00;33;00;07","00;33;00;14","what's"
"00;33;00;14","00;33;01;17","outside."
"00;33;01;17","00;33;02;10","And"
"00;33;02;10","00;33;02;15","for"
"00;33;02;15","00;33;02;26","me,"
"00;33;02;26","00;33;03;05","the big"
"00;33;03;05","00;33;04;19","revelation"
"00;33;04;19","00;33;04;26","and I"
"00;33;04;26","00;33;05;04","think"
"00;33;05;04","00;33;05;09","for a"
"00;33;05;09","00;33;05;16","lot of"
"00;33;05;16","00;33;05;23","people,"
"00;33;05;23","00;33;06;00","maybe"
"00;33;06;00","00;33;06;05","in the"
"00;33;06;05","00;33;06;23","biological"
"00;33;06;23","00;33;07;27","sciences,"
"00;33;07;27","00;33;08;03","it's"
"00;33;08;03","00;33;08;21","not so"
"00;33;08;21","00;33;09;04","unusual"
"00;33;09;04","00;33;09;08","to"
"00;33;09;08","00;33;09;14","think"
"00;33;09;14","00;33;09;26","this way,"
"00;33;09;26","00;33;10;07","but to"
"00;33;10;07","00;33;10;14","think"
"00;33;10;14","00;33;10;21","about"
"00;33;10;21","00;33;11;02","agent"
"00;33;11;02","00;33;11;10","based"
"00;33;11;10","00;33;12;09","modeling,"
"00;33;12;18","00;33;12;21","to"
"00;33;12;21","00;33;12;29","think"
"00;33;12;29","00;33;13;04","about"
"00;33;13;04","00;33;13;09","where"
"00;33;13;09","00;33;13;17","where's"
"00;33;13;17","00;33;13;20","the"
"00;33;13;20","00;33;14;04","agent,"
"00;33;14;04","00;33;14;14","where's"
"00;33;14;14","00;33;14;17","the"
"00;33;14;17","00;33;16;01","agency,"
"00;33;16;01","00;33;16;04","the"
"00;33;16;04","00;33;17;25","teleology."
"00;33;17;25","00;33;18;21","And"
"00;33;18;21","00;33;19;04","that"
"00;33;20;20","00;33;21;27","agency"
"00;33;21;27","00;33;22;08","doesn't"
"00;33;22;08","00;33;23;02","necessarily"
"00;33;23;02","00;33;23;14","sit on"
"00;33;23;14","00;33;24;22","a boundary"
"00;33;24;22","00;33;24;28","in"
"00;33;24;28","00;33;25;09","the same"
"00;33;25;09","00;33;25;16","way"
"00;33;25;16","00;33;25;22","that"
"00;33;25;22","00;33;26;10","systems"
"00;33;26;10","00;33;26;28","tend"
"00;33;26;28","00;33;27;21","to."
"00;33;28;04","00;33;28;08","I"
"00;33;28;08","00;33;28;17","mean,"
"00;33;28;17","00;33;28;24","someone"
"00;33;28;24","00;33;28;28","could"
"00;33;28;28","00;33;29;09","argue"
"00;33;29;09","00;33;29;13","that"
"00;33;29;13","00;33;29;16","it"
"00;33;29;16","00;33;29;25","doesn't"
"00;33;29;25","00;33;30;01","have"
"00;33;30;01","00;33;30;05","to,"
"00;33;30;05","00;33;30;07","and"
"00;33;30;07","00;33;30;13","I'm"
"00;33;30;13","00;33;30;19","sure"
"00;33;30;19","00;33;30;22","it"
"00;33;30;22","00;33;31;00","doesn't,"
"00;33;31;00","00;33;31;04","but"
"00;33;31;04","00;33;31;25","it ends"
"00;33;31;25","00;33;32;01","in"
"00;33;32;01","00;33;32;09","many"
"00;33;32;09","00;33;32;18","ways"
"00;33;32;18","00;33;32;26","ends"
"00;33;32;26","00;33;33;01","up"
"00;33;33;01","00;33;33;10","there."
"00;33;33;10","00;33;33;23","Right."
"00;33;33;23","00;33;34;00","In"
"00;33;34;00","00;33;34;18","reality,"
"00;33;34;18","00;33;34;21","in"
"00;33;34;21","00;33;35;00","terms"
"00;33;35;00","00;33;35;03","of"
"00;33;35;03","00;33;36;06","discourse."
"00;33;36;06","00;33;37;05","So,"
"00;33;37;05","00;33;37;15","you know,"
"00;33;37;15","00;33;37;29","we want"
"00;33;37;29","00;33;38;04","that"
"00;33;38;04","00;33;38;17","discourse"
"00;33;38;17","00;33;38;23","to be"
"00;33;38;23","00;33;39;04","clear."
"00;33;39;04","00;33;39;08","We're"
"00;33;39;08","00;33;39;13","doing"
"00;33;39;13","00;33;39;18","this"
"00;33;39;18","00;33;39;22","work"
"00;33;39;22","00;33;39;25","with"
"00;33;39;25","00;33;40;07","systems"
"00;33;40;07","00;33;40;21","engineering"
"00;33;40;21","00;33;40;26","to"
"00;33;40;26","00;33;41;07","have it"
"00;33;41;07","00;33;41;10","where"
"00;33;41;10","00;33;41;21","we want"
"00;33;41;21","00;33;41;28","these"
"00;33;41;28","00;33;42;06","clear"
"00;33;42;06","00;33;42;22","divisions"
"00;33;42;22","00;33;43;15","for"
"00;33;43;15","00;33;43;19","the"
"00;33;43;19","00;33;44;10","purpose"
"00;33;44;10","00;33;44;24","of"
"00;33;44;24","00;33;45;27","ontological discourse."
"00;33;45;27","00;33;46;02","So"
"00;33;46;02","00;33;46;13","we know"
"00;33;46;13","00;33;46;17","what"
"00;33;46;17","00;33;46;19","we're"
"00;33;46;19","00;33;46;27","talking"
"00;33;46;27","00;33;47;05","about"
"00;33;47;05","00;33;47;07","and"
"00;33;47;07","00;33;48;03","why,"
"00;33;48;03","00;33;49;24","however,"
"00;33;49;25","00;33;50;02","which"
"00;33;50;02","00;33;50;05","is"
"00;33;50;05","00;33;50;10","where"
"00;33;50;10","00;33;50;19","maybe"
"00;33;50;19","00;33;50;23","there's"
"00;33;50;23","00;33;50;25","a"
"00;33;50;25","00;33;51;25","challenge"
"00;33;51;25","00;33;52;06","this"
"00;33;52;06","00;33;53;10","agent"
"00;33;53;15","00;33;54;09","agency,"
"00;33;54;09","00;33;54;25","teleology,"
"00;33;54;25","00;33;55;07","gee,"
"00;33;55;07","00;33;58;00","morphological"
"00;33;58;07","00;33;59;10","dynamics"
"00;33;59;10","00;34;00;08","are"
"00;34;00;08","00;34;01;14","something else"
"00;34;01;14","00;34;01;19","than"
"00;34;01;19","00;34;02;07","that."
"00;34;02;11","00;34;02;20","And"
"00;34;02;20","00;34;02;25","I'll"
"00;34;02;25","00;34;03;02","pass"
"00;34;03;02","00;34;03;06","that"
"00;34;03;06","00;34;03;08","to"
"00;34;03;08","00;34;03;21","Daniel"
"00;34;03;21","00;34;04;02","and"
"00;34;04;02","00;34;04;11","maybe"
"00;34;04;11","00;34;04;26","his answer"
"00;34;04;26","00;34;05;01","will"
"00;34;05;01","00;34;05;08","come"
"00;34;05;08","00;34;05;13","in"
"00;34;05;13","00;34;05;28","somewhere."
"00;34;05;28","00;34;06;00","I'm"
"00;34;06;00","00;34;06;05","not"
"00;34;06;05","00;34;06;23","sure."
"00;34;07;00","00;34;07;05","Yeah,"
"00;34;07;05","00;34;07;11","Dean"
"00;34;07;11","00;34;07;18","first."
"00;34;07;18","00;34;07;22","Then"
"00;34;07;22","00;34;07;25","I'll"
"00;34;07;25","00;34;08;00","go"
"00;34;08;00","00;34;08;04","for"
"00;34;08;04","00;34;08;10","it."
"00;34;08;25","00;34;08;29","I'll"
"00;34;08;29","00;34;09;04","be"
"00;34;09;04","00;34;09;09","real"
"00;34;09;09","00;34;09;17","quick"
"00;34;09;17","00;34;09;24","here."
"00;34;09;24","00;34;10;09","So in"
"00;34;10;09","00;34;10;20","some of the"
"00;34;10;20","00;34;11;09","diagrams,"
"00;34;11;09","00;34;11;17","I know"
"00;34;11;17","00;34;11;26","that,"
"00;34;12;02","00;34;12;14","Daniel,"
"00;34;12;14","00;34;12;20","you're"
"00;34;12;20","00;34;12;24","you're"
"00;34;13;00","00;34;13;06","you're"
"00;34;13;06","00;34;13;12","really"
"00;34;13;12","00;34;13;16","good"
"00;34;13;16","00;34;13;19","at"
"00;34;13;19","00;34;14;08","this."
"00;34;14;09","00;34;15;07","Some of the diagrams,"
"00;34;15;07","00;34;15;23","the markup,"
"00;34;15;23","00;34;16;01","like"
"00;34;16;01","00;34;16;08","it is"
"00;34;16;08","00;34;16;22","literally"
"00;34;16;22","00;34;17;02","a"
"00;34;17;04","00;34;17;10","an"
"00;34;17;10","00;34;17;20","oval"
"00;34;17;20","00;34;17;27","with"
"00;34;17;27","00;34;18;00","the"
"00;34;18;00","00;34;18;07","word"
"00;34;18;07","00;34;20;04","discrepancy"
"00;34;20;04","00;34;20;29","in it."
"00;34;21;12","00;34;21;29","And so"
"00;34;21;29","00;34;22;08","all"
"00;34;22;08","00;34;22;15","I would"
"00;34;22;15","00;34;24;02","to to"
"00;34;24;02","00;34;24;16","to"
"00;34;24;16","00;34;24;26","add on"
"00;34;24;26","00;34;24;29","to"
"00;34;24;29","00;34;25;08","what"
"00;34;25;08","00;34;25;15","you were"
"00;34;25;15","00;34;25;26","saying"
"00;34;25;26","00;34;26;02","is"
"00;34;26;02","00;34;26;20","that"
"00;34;26;28","00;34;27;10","if you"
"00;34;27;10","00;34;27;23","want"
"00;34;27;23","00;34;28;11","a hard"
"00;34;28;11","00;34;28;26","physical"
"00;34;28;26","00;34;29;09","boundary"
"00;34;29;09","00;34;29;12","and"
"00;34;29;12","00;34;29;24","you want"
"00;34;29;24","00;34;29;28","to"
"00;34;29;28","00;34;30;15","discover"
"00;34;30;15","00;34;30;23","what"
"00;34;30;23","00;34;31;03","that"
"00;34;31;03","00;34;31;19","is,"
"00;34;33;00","00;34;33;05","I"
"00;34;33;05","00;34;33;12","think"
"00;34;33;12","00;34;33;17","you're"
"00;34;33;17","00;34;33;27","looking"
"00;34;33;27","00;34;34;05","at it"
"00;34;34;05","00;34;34;23","again."
"00;34;34;23","00;34;35;14","What"
"00;34;35;14","00;34;36;06","where is"
"00;34;36;06","00;34;36;26","this?"
"00;34;36;26","00;34;37;04","Where"
"00;34;37;04","00;34;37;13","is"
"00;34;37;13","00;34;37;22","does"
"00;34;37;22","00;34;37;29","one"
"00;34;37;29","00;34;38;07","thing"
"00;34;38;07","00;34;38;18","and"
"00;34;38;18","00;34;38;22","and"
"00;34;38;22","00;34;39;04","another"
"00;34;39;04","00;34;39;12","thing"
"00;34;39;12","00;34;40;05","start"
"00;34;40;05","00;34;40;18","as a"
"00;34;40;18","00;34;41;11","relativity"
"00;34;41;11","00;34;42;12","question?"
"00;34;42;12","00;34;42;24","What I'm"
"00;34;42;24","00;34;43;15","suggesting"
"00;34;43;15","00;34;44;07","is"
"00;34;44;20","00;34;44;26","if"
"00;34;44;26","00;34;45;01","you're"
"00;34;45;01","00;34;45;12","looking"
"00;34;45;12","00;34;45;22","at the"
"00;34;45;22","00;34;46;06","bottom"
"00;34;46;06","00;34;46;11","up"
"00;34;46;11","00;34;46;19","and"
"00;34;46;19","00;34;46;22","the"
"00;34;46;22","00;34;47;02","top"
"00;34;47;02","00;34;47;10","down"
"00;34;47;10","00;34;47;16","as a"
"00;34;47;16","00;34;48;14","relationship,"
"00;34;48;14","00;34;49;13","not as"
"00;34;49;13","00;34;49;23","which"
"00;34;49;23","00;34;50;03","is"
"00;34;50;03","00;34;50;13","which"
"00;34;50;13","00;34;50;16","is"
"00;34;50;16","00;34;50;23","more"
"00;34;50;23","00;34;51;19","powerful"
"00;34;51;19","00;34;51;26","or"
"00;34;51;26","00;34;52;23","holds"
"00;34;52;23","00;34;53;04","more"
"00;34;53;04","00;34;53;22","influence"
"00;34;53;22","00;34;54;00","over"
"00;34;54;00","00;34;54;21","the other,"
"00;34;54;21","00;34;54;26","you're"
"00;34;54;26","00;34;55;05","looking"
"00;34;55;05","00;34;55;08","at"
"00;34;55;08","00;34;55;13","that"
"00;34;55;13","00;34;55;17","as a"
"00;34;55;17","00;34;56;17","relationship."
"00;34;56;17","00;34;56;23","And"
"00;34;56;23","00;34;57;06","it's"
"00;34;57;06","00;34;57;15","that"
"00;34;57;15","00;34;58;21","relationship"
"00;34;58;21","00;34;59;23","holds"
"00;34;59;23","00;35;00;03","as"
"00;35;00;03","00;35;00;06","a"
"00;35;00;06","00;35;01;01","discrepancy"
"00;35;01;01","00;35;01;29","zone."
"00;35;01;29","00;35;02;06","It's"
"00;35;02;06","00;35;02;16","not"
"00;35;02;16","00;35;03;14","necessarily"
"00;35;03;14","00;35;03;29","something"
"00;35;03;29","00;35;04;11","that"
"00;35;04;11","00;35;04;19","has"
"00;35;04;19","00;35;04;25","the"
"00;35;04;25","00;35;05;29","physical"
"00;35;05;29","00;35;06;19","beginning"
"00;35;06;19","00;35;06;26","and"
"00;35;06;26","00;35;07;17","end."
"00;35;07;17","00;35;07;25","It's"
"00;35;07;25","00;35;08;07","kind"
"00;35;08;07","00;35;09;08","of it"
"00;35;09;08","00;35;09;17","kind"
"00;35;09;17","00;35;09;19","of"
"00;35;09;19","00;35;10;14","fluid."
"00;35;10;18","00;35;11;29","And it"
"00;35;11;29","00;35;12;15","and"
"00;35;12;15","00;35;12;19","it's"
"00;35;12;19","00;35;12;24","it's"
"00;35;12;24","00;35;13;10","not"
"00;35;13;10","00;35;13;25","to say"
"00;35;13;25","00;35;14;00","we"
"00;35;14;00","00;35;14;12","shouldn't"
"00;35;14;12","00;35;14;19","look"
"00;35;14;19","00;35;14;26","at the"
"00;35;14;26","00;35;15;28","relativity"
"00;35;15;28","00;35;16;05","at"
"00;35;16;05","00;35;16;25","all."
"00;35;16;25","00;35;17;09","It is"
"00;35;17;09","00;35;17;12","to"
"00;35;17;12","00;35;18;05","say,"
"00;35;18;05","00;35;18;14","let's"
"00;35;18;14","00;35;18;19","have"
"00;35;18;19","00;35;18;26","one"
"00;35;18;26","00;35;19;06","eye on"
"00;35;19;06","00;35;19;09","the"
"00;35;19;09","00;35;19;27","relativity"
"00;35;19;27","00;35;20;14","piece."
"00;35;20;14","00;35;20;21","And"
"00;35;20;21","00;35;20;25","the"
"00;35;20;25","00;35;21;05","other"
"00;35;21;05","00;35;21;20","eye on"
"00;35;21;20","00;35;21;22","the"
"00;35;21;22","00;35;22;16","relationship"
"00;35;22;16","00;35;22;26","is the"
"00;35;22;26","00;35;24;06","discrepancy"
"00;35;24;06","00;35;25;00","between"
"00;35;25;00","00;35;25;05","it"
"00;35;25;05","00;35;25;22","doesn't"
"00;35;25;22","00;35;25;27","it"
"00;35;25;27","00;35;26;19","doesn't"
"00;35;26;24","00;35;27;08","lend"
"00;35;27;08","00;35;27;22","itself"
"00;35;27;22","00;35;28;05","to"
"00;35;28;05","00;35;29;09","hard"
"00;35;29;09","00;35;30;02","stops."
"00;35;31;25","00;35;32;03","It's"
"00;35;32;03","00;35;32;29","discrepancy"
"00;35;32;29","00;35;33;03","if"
"00;35;33;03","00;35;33;11","that's"
"00;35;33;11","00;35;33;18","all"
"00;35;33;18","00;35;33;23","that"
"00;35;33;23","00;35;33;29","is."
"00;35;33;29","00;35;34;07","That's"
"00;35;34;07","00;35;35;04","just"
"00;35;35;04","00;35;35;13","what"
"00;35;35;13","00;35;35;22","it is."
"00;35;35;22","00;35;35;23","It"
"00;35;35;23","00;35;36;11","means"
"00;35;36;22","00;35;37;03","we're"
"00;35;37;03","00;35;37;13","not"
"00;35;37;13","00;35;38;10","sure"
"00;35;38;10","00;35;38;21","about"
"00;35;38;21","00;35;39;01","anything"
"00;35;39;01","00;35;39;08","other"
"00;35;39;08","00;35;39;14","than"
"00;35;39;14","00;35;39;17","the"
"00;35;39;17","00;35;40;22","difference."
"00;35;40;23","00;35;41;29","We don't know"
"00;35;41;29","00;35;43;00","where"
"00;35;43;00","00;35;43;10","where"
"00;35;43;10","00;35;43;13","the"
"00;35;43;13","00;35;44;07","separation"
"00;35;44;07","00;35;44;20","boundary"
"00;35;44;20","00;35;44;24","is."
"00;35;44;24","00;35;44;28","But"
"00;35;44;28","00;35;45;04","that's"
"00;35;45;04","00;35;45;11","kind"
"00;35;45;11","00;35;45;13","of"
"00;35;45;13","00;35;45;20","where"
"00;35;45;20","00;35;45;28","this"
"00;35;45;28","00;35;46;18","rule."
"00;35;46;18","00;35;46;24","Let's"
"00;35;46;24","00;35;47;00","bring"
"00;35;47;00","00;35;47;05","these"
"00;35;47;05","00;35;47;10","two"
"00;35;47;10","00;35;47;22","papers"
"00;35;47;22","00;35;48;19","together"
"00;35;48;19","00;35;48;27","thing"
"00;35;48;27","00;35;49;06","came"
"00;35;49;06","00;35;49;14","from,"
"00;35;49;14","00;35;50;11","because"
"00;35;51;00","00;35;51;08","if"
"00;35;51;08","00;35;51;13","we're"
"00;35;51;13","00;35;51;28","actively"
"00;35;51;28","00;35;53;07","inferring,"
"00;35;53;07","00;35;54;20","we can bound"
"00;35;54;20","00;35;55;05","around"
"00;35;55;05","00;35;55;13","that"
"00;35;55;13","00;35;56;14","discrepancy."
